category,subcategory,type,totalReceived,activeGrievancesWithoutEscalation,activeGrievancesWithEscalation,closedGrievancesWithoutEscalation,closedGrievancesWithEscalation,successfulTransferIn,successfulTransferOut,grievancesWithoutRatings,grievancesWithRatings,grievancesWithVeryGoodRating,grievancesWithGoodRating,grievancesWithOKRating,grievancesWithBadRating,grievancesWithVeryBadRating,twitterGrievances,facebookGrievances,grievancesAdditionalInfoProvided,grievancesAdditionalInfoNotProvided,grievancesWithoutFeedback,grievancesWithFeedback,grievancesWithFeedbackIssueNotResolved,grievancesWithFeedbackIssueResolved
Helicopter - General Aviation,NA,Air Charter Services,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Helicopter - General Aviation,NA,Himalayan Heli Services,7,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA
Helicopter - General Aviation,NA,Thumby Aviation,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Helicopter - General Aviation,NA,Aryan Aviation,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Helicopter - General Aviation,NA,Trans Bharat Aviation,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Helicopter - General Aviation,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
Helicopter - General Aviation,NA,Aman Aviation &amp; Aerospace Sol.,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
DGCA,DGCA,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA
DGCA,DGCA,Flying School,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
DGCA,DGCA,Manufacturer,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
DGCA,DGCA,MRO,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Customs,Port Blair,Departure,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Customs,Port Blair,Other,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Customs,Bengaluru,Arrival,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Customs,Bengaluru,Departure,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Customs,Bengaluru,Other,7,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA
Customs,Ranchi,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Customs,Agra,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Customs,Patna,Arrival,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Customs,Patna,Departure,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Customs,Patna,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Customs,Lucknow,Arrival,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Customs,Mumbai,Departure,6,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,NA,NA,NA
Customs,Mumbai,Other,6,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA
Customs,Pune,Arrival,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Customs,Pune,Other,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Customs,Indore,Other,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Customs,Aizwal,Arrival,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Customs,Amritsar,Arrival,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Customs,Amritsar,Other,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Customs,Guwahati,Departure,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Customs,Guwahati,Other,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Customs,Agartala,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Customs,Delhi,Departure,5,NA,1,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA
Customs,Delhi,Other,22,1,NA,21,21,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,22,NA,NA,NA
Customs,Aurangabad,Arrival,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Customs,Thiruvananthapuram,Departure,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Customs,Varanasi,Arrival,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Customs,Varanasi,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Customs,Kochi,Departure,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Customs,Kochi,Other,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Customs,Kanpur,Departure,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Customs,Hyderabad,Arrival,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Customs,Hyderabad,Departure,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Customs,Hyderabad,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Customs,Tiruchirappalli,Arrival,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Customs,Tiruchirappalli,Departure,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Customs,Coimbatore,Arrival,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Customs,Ahmedabad,Departure,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Customs,Kolkata,Arrival,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Customs,Kolkata,Departure,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Customs,Kolkata,Other,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Customs,Jaipur,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA
Customs,Jaipur,Arrival,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Customs,Jaipur,Departure,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Customs,Jaipur,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Customs,Chennai,Departure,10,NA,NA,10,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,NA,NA
Customs,Chennai,Other,6,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA
Customs,Leh,Arrival,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Customs,Goa,Departure,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Customs,Goa,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Customs,Chandigarh,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Immigration,Thiruvananthapuram,Arrival,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Immigration,Chandigarh,Departure,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Immigration,Vijayawada,Arrival,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Immigration,Vijayawada,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Immigration,Jaipur,Arrival,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Immigration,Jaipur,Departure,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Immigration,Lilabari,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Immigration,Kolkata,Other,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Immigration,Delhi,Other,19,NA,NA,19,19,NA,NA,19,NA,NA,NA,NA,NA,NA,1,NA,1,19,19,NA,NA,NA
Immigration,Ahmedabad,Arrival,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Immigration,Ahmedabad,Departure,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Immigration,Surat,Other,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Immigration,Visakhapatnam,Arrival,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Immigration,Visakhapatnam,Departure,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Immigration,Lucknow,Arrival,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Immigration,Calicut,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Immigration,Kochi,Arrival,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Immigration,Kochi,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Immigration,Mangalore,Arrival,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Immigration,Bhopal,Departure,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Immigration,Bengaluru,Arrival,8,2,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA
Immigration,Bengaluru,Departure,5,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA
Immigration,Bengaluru,Other,5,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,1,NA,1,5,5,NA,NA,NA
Immigration,Varanasi,Departure,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Immigration,Dibrugarh,Arrival,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Immigration,Amritsar,Arrival,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Immigration,Amritsar,Departure,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Immigration,Hyderabad,Arrival,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Immigration,Hyderabad,Departure,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
BCAS,BCAS,NA,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,3,3,3,NA,NA,NA
Airport,Hindon Airport,Air Conditioning / Maintenance,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Hindon Airport,Cleanliness / Hygiene,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
Airport,Hindon Airport,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Hyderabad,NA,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,2,1,2,3,3,NA,NA,NA
Airport,Hyderabad,Person With Disability,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Hyderabad,Staff / Crew behavoiur,11,NA,NA,11,11,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,NA,NA
Airport,Thiruvananthapuram,Air Conditioning / Maintenance,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Thiruvananthapuram,Seating / Waiting Area,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Thiruvananthapuram,Signages / Flight Display,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Thiruvananthapuram,Staff / Crew behavoiur,6,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA
Airport,Thiruvananthapuram,Trolly / Ameniites / Buggy / Wifi,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Delhi,NA,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,NA,NA,NA
Airport,Varanasi,Air Conditioning / Maintenance,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Varanasi,Baggage / Lost & Found ,5,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,1,NA,1,5,5,NA,NA,NA
Airport,Varanasi,Baggage / Lost &amp; Found ,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Varanasi,Person With Disability,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Varanasi,Seating / Waiting Area,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airport,Varanasi,Staff / Crew behavoiur,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Kadapa,Other,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Kadapa,Retail Shops / Food &amp; Beverage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Bhubaneswar,NA,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,2,3,3,NA,NA,NA
Airport,Bhubaneswar,Air Conditioning / Maintenance,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Bhubaneswar,Baggage / Lost & Found ,7,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,7,7,NA,NA,NA
Airport,Bhubaneswar,Baggage / Lost &amp; Found ,6,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA
Airport,Bhubaneswar,Retail Shops / Food &amp; Beverage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Bhubaneswar,Seating / Waiting Area,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Bhubaneswar,Signages / Flight Display,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Bhubaneswar,Staff / Crew behavoiur,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airport,Bhubaneswar,Trolly / Ameniites / Buggy / Wifi,8,NA,NA,8,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA
Airport,Malda,NA,15,NA,NA,15,15,NA,NA,15,NA,NA,NA,NA,NA,NA,15,NA,14,15,15,NA,NA,NA
Airport,Malda,Air Conditioning / Maintenance,15,NA,2,6,6,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,2,15,15,NA,NA,NA
Airport,Malda,Baggage / Lost & Found ,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
Airport,Malda,Baggage / Lost &amp; Found ,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Malda,Signages / Flight Display,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
Airport,Akola,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Akola,Seating / Waiting Area,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Kandla,Baggage / Lost &amp; Found ,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Kandla,Other,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,2,NA,2,4,4,NA,NA,NA
Airport,Kandla,Taxi / Parking,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Kandla,Trolly / Ameniites / Buggy / Wifi,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Calicut,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Calicut,Air Conditioning / Maintenance,5,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA
Airport,Calicut,Retail Shops / Food &amp; Beverage,5,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA
Airport,Calicut,Signages / Flight Display,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Calicut,Taxi / Parking,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airport,Calicut,Trolly / Ameniites / Buggy / Wifi,5,NA,NA,4,4,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA
Airport,Nasik,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Nasik,Staff / Crew behavoiur,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Nagpur,NA,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,NA,NA,NA
Airport,Nagpur,Air Conditioning / Maintenance,7,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA
Airport,Nagpur,Cleanliness / Hygiene,7,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA
Airport,Nagpur,Other,12,NA,NA,12,12,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,NA,NA,NA
Airport,Nagpur,Person With Disability,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Nagpur,Signages / Flight Display,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Nagpur,Staff / Crew behavoiur,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Aurangabad,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA
Airport,Aurangabad,Other,5,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA
Airport,Aurangabad,Seating / Waiting Area,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Aurangabad,Staff / Crew behavoiur,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Madurai,Baggage / Lost & Found ,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airport,Madurai,Baggage / Lost &amp; Found ,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Madurai,Cleanliness / Hygiene,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Madurai,Other,8,NA,NA,8,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA
Airport,Madurai,Retail Shops / Food & Beverage,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Madurai,Signages / Flight Display,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Madurai,Staff / Crew behavoiur,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Madurai,Taxi / Parking,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Madurai,Trolly / Ameniites / Buggy / Wifi,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Rajkot,Baggage / Lost &amp; Found ,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Rajkot,Cleanliness / Hygiene,7,NA,NA,6,6,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA
Airport,Rajkot,Other,6,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA
Airport,Rajkot,Retail Shops / Food &amp; Beverage,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Rajkot,Signages / Flight Display,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Rajkot,Staff / Crew behavoiur,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airport,Rajkot,Trolly / Ameniites / Buggy / Wifi,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Bagdogra,Air Conditioning / Maintenance,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Bagdogra,Baggage / Lost & Found ,7,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA
Airport,Bagdogra,Baggage / Lost &amp; Found ,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Bagdogra,Retail Shops / Food &amp; Beverage,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Bagdogra,Seating / Waiting Area,6,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA
Airport,Bagdogra,Staff / Crew behavoiur,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Durgapur,Retail Shops / Food &amp; Beverage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
